UA,mun,uf,lon_pc,lat_pc,Biomassa_Mg_ha,bio_Mg_ha_10,bio_Mg_ha_5,n_arvores_total,n_arvores_10,n_arvores_5,n_subunidades,n_subparcelas_5,area_ha_10,area_ha_5,dap_medio_10,ht_media_10,flag_subunidades_incompletas,flag_poucas_arvores,flag_biomassa_extrema
GO_824,Gouvelândia,Goiás,-50.22,-18.36,4.201226418463082,4.201226418463082,0.0,4.0,4,0.0,3,0.0,0.3,0.0,27.875,10.3,True,True,False
GO_829,Itumbiara,Goiás,-49.3199999999,-18.3599999999,40.38803545693571,33.317998648129816,7.070036808805893,70.0,53,17.0,2,3.0,0.2,0.03,17.80846642287283,8.667924528301887,True,False,False
GO_83,Formoso,Goiás,-48.9599999999,-13.6799999999,34.38560162955712,30.163031943555872,4.2225696860012505,113.0,101,12.0,4,3.0,0.4,0.03,16.681734616546446,8.356435643564357,False,False,False
GO_830,Itumbiara,Goiás,-49.14,-18.36,17.954743959055556,16.637393325897094,1.3173506331584601,18.0,16,2.0,2,2.0,0.2,0.02,25.826009197546792,7.88125,True,False,False
GO_832,Cumari,Goiás,-48.0599999999,-18.3599999999,82.76117324571752,74.47578467126914,8.285388574448382,136.0,91,45.0,4,8.0,0.4,0.08,22.7545163642111,11.593478260869563,False,False,False
GO_833,Catalão,Goiás,-47.8799999999,-18.3599999999,44.55189962756817,44.55189962756817,0.0,4.0,4,0.0,2,0.0,0.2,0.0,60.48,19.46,True,True,False
GO_834,Três Ranchos,Goiás,-47.6999999999,-18.3599999999,11.372816457595581,4.951629224785924,6.4211872328096575,70.0,33,37.0,3,6.0,0.3,0.06,13.706436624772303,5.627272727272727,True,False,False
GO_839,Aporé,Goiás,-52.1999999999,-18.5399999999,8.366967602604905,8.366967602604905,0.0,6.0,6,0.0,4,0.0,0.4,0.0,39.50337805752097,11.333333333333334,False,True,False
GO_84,Formoso,Goiás,-48.7799999999,-13.6799999999,52.25873786237626,41.20033684426498,11.058401018111276,150.0,113,37.0,3,5.0,0.3,0.05,15.786453911304696,8.878761061946902,True,False,False
GO_843,Caçu,Goiás,-51.4799999999,-18.5399999999,9.667157678378578,9.667157678378578,0.0,4.0,4,0.0,3,0.0,0.3,0.0,39.8,11.924999999999999,True,True,False
GO_844,Caçu,Goiás,-51.2999999999,-18.5399999999,50.890705071120145,46.897831365372255,3.992873705747889,89.0,76,13.0,3,4.0,0.3,0.04,19.00121944031911,9.654545454545454,True,False,False
GO_846,Quirinópolis,Goiás,-50.94,-18.54,53.99808463898323,53.99808463898323,0.0,9.0,9,0.0,2,0.0,0.2,0.0,45.288933422221504,11.222222222222221,True,True,False
GO_847,Quirinópolis,Goiás,-50.7599999999,-18.5399999999,25.17639385556107,25.17639385556107,0.0,1.0,1,0.0,1,0.0,0.1,0.0,65.5,14.5,True,True,False
GO_848,Quirinópolis,Goiás,-50.58,-18.54,2.899720456281071,2.899720456281071,0.0,1.0,1,0.0,1,0.0,0.1,0.0,36.4,7.1,True,True,False
GO_85,Campinaçu,Goiás,-48.5999999999,-13.6799999999,26.599165512090206,23.645886355160414,2.953279156929792,103.0,85,18.0,4,7.0,0.4,0.07,17.301255730980422,8.063529411764705,False,False,False
GO_855,Aporé,Goiás,-52.3799999999,-18.7199999999,9.262871459357157,8.647051566185295,0.6158198931718613,13.0,11,2.0,2,2.0,0.2,0.02,21.59878297878628,6.9,True,False,False
GO_858,Aporé,Goiás,-51.8399999999,-18.7199999999,2.4815409254242704,2.4815409254242704,0.0,1.0,1,0.0,1,0.0,0.1,0.0,31.7,8.3,True,True,False
GO_859,Itarumã,Goiás,-51.6599999999,-18.7199999999,12.150605534499864,7.096427983304478,5.054177551195386,93.0,52,41.0,4,7.0,0.4,0.07,14.875325571111691,5.334615384615384,False,False,False
GO_86,Minaçu,Goiás,-48.4199999999,-13.6799999999,12.281303779691573,8.910612305619981,3.370691474071591,33.0,25,8.0,2,3.0,0.2,0.03,14.834603878747082,6.46,True,False,False
GO_861,Itarumã,Goiás,-51.2999999999,-18.7199999999,11.831920882432621,11.831920882432621,0.0,3.0,3,0.0,2,0.0,0.2,0.0,31.599999999999998,7.966666666666666,True,True,False
GO_862,Caçu,Goiás,-51.1199999999,-18.7199999999,25.53937766306888,20.697261079903445,4.842116583165434,40.0,27,13.0,3,4.0,0.3,0.04,20.27791773563749,8.751851851851852,True,False,False
GO_863,Cachoeira Alta,Goiás,-50.94,-18.72,61.591553474412464,44.40672703907648,17.18482643533599,224.0,132,92.0,4,8.0,0.4,0.08,16.558448334463648,9.031818181818181,False,False,False
GO_865,Paranaiguara,Goiás,-50.58,-18.72,13.775795793282509,5.232221696500887,8.543574096781622,59.0,36,23.0,4,5.0,0.4,0.05,13.733646156537018,8.386111111111111,False,False,False
GO_867,Aporé,Goiás,-52.0199999999,-18.8999999999,1.1294619283679466,1.1294619283679466,0.0,1.0,1,0.0,1,0.0,0.1,0.0,19.5,6.8,True,True,False
GO_868,Aporé,Goiás,-51.8399999999,-18.8999999999,18.066077110583187,13.840004978781584,4.226072131801601,56.0,15,41.0,3,8.0,0.3,0.08,19.530351770014857,7.46,True,False,False
GO_87,Minaçu,Goiás,-48.2399999999,-13.6799999999,22.91259401153578,17.292588484519243,5.620005527016536,113.0,75,38.0,4,7.0,0.4,0.07,16.451140944545283,6.669333333333333,False,False,False
GO_870,Itajá,Goiás,-51.4799999999,-18.8999999999,16.973299902885532,16.973299902885532,0.0,5.0,5,0.0,3,0.0,0.3,0.0,47.82000000000001,8.72,True,True,False
GO_871,Itarumã,Goiás,-51.2999999999,-18.8999999999,161.86381885691873,152.07102430949965,9.792794547419065,327.0,263,64.0,4,8.0,0.4,0.08,19.516447797215807,12.4787072243346,False,False,False
GO_873,Caçu,Goiás,-50.94,-18.9,113.49438721405413,105.6978421939579,7.796545020096235,145.0,118,27.0,2,4.0,0.2,0.04,17.990478904536808,10.917796610169491,True,False,False
GO_875,Paranaiguara,Goiás,-50.58,-18.9,39.42831742887607,23.927854262543303,15.500463166332764,58.0,32,26.0,1,2.0,0.1,0.02,14.010025728002272,8.103125,True,False,False
GO_876,Itajá,Goiás,-51.6599999999,-19.0799999999,54.31358960798219,54.31358960798219,0.0,7.0,7,0.0,1,0.0,0.1,0.0,37.0375,9.0375,True,True,False
GO_877,Itajá,Goiás,-51.4799999999,-19.0799999999,59.56801989300405,48.70601134966681,10.862008543337241,75.0,47,28.0,2,3.0,0.2,0.03,19.30603000728618,9.187234042553191,True,False,False
GO_878,Itajá,Goiás,-51.2999999999,-19.0799999999,64.37485482375499,48.888419412568425,15.486435411186555,375.0,270,105.0,4,8.0,0.4,0.08,15.173002764687691,7.233333333333333,False,False,False
GO_881,Caçu,Goiás,-50.76,-19.08,17.16364958512201,17.16364958512201,0.0,1.0,1,0.0,1,0.0,0.1,0.0,53.1,14.9,True,True,False
GO_882,São Simão,Goiás,-50.58,-19.08,193.60528319122497,188.7354486836837,4.869834507541279,299.0,292,7.0,4,6.0,0.4,0.06,15.639383561643834,22.784931506849315,False,False,False
GO_884,Itajá,Goiás,-50.9399999999,-19.2599999999,29.116290407932176,26.66829896343785,2.447991444494326,52.0,42,10.0,3,4.0,0.3,0.04,17.738095238095237,9.911904761904761,True,False,False
GO_885,Itajá,Goiás,-50.94,-19.44,33.32940721648263,31.97399760230515,1.355409614177477,3.0,2,1.0,1,1.0,0.1,0.01,50.55,14.45,True,True,False
GO_89,Cavalcante,Goiás,-47.8799999999,-13.6799999999,125.88830213276185,122.12660282431337,3.7616993084484847,241.0,222,19.0,4,7.0,0.4,0.07,18.785512772328882,11.831531531531532,False,False,False
GO_9,São Miguel do Araguaia,Goiás,-50.5799999999,-13.1399999999,36.65994324567157,30.069189548865456,6.590753696806116,138.0,97,41.0,4,7.0,0.4,0.07,18.73127036474124,6.881443298969073,False,False,False
GO_90,Cavalcante,Goiás,-47.6999999999,-13.6799999999,56.98092485338319,53.293192647659346,3.687732205723849,87.0,72,15.0,3,5.0,0.3,0.05,19.532046271411343,9.577777777777778,True,False,False
GO_91,Cavalcante,Goiás,-47.5199999999,-13.6799999999,9.947044795321823,6.567455475601421,3.3795893197204006,53.0,36,17.0,4,5.0,0.4,0.05,16.03467037107158,5.675000000000001,False,False,False
GO_92,Cavalcante,Goiás,-47.3399999999,-13.6799999999,27.858375886981012,23.019813903325463,4.838561983655548,170.0,130,40.0,4,8.0,0.4,0.08,15.035581434583241,6.587692307692308,False,False,False
GO_93,Teresina de Goiás,Goiás,-47.1599999999,-13.6799999999,21.037618712539654,16.794342219967742,4.243276492571914,105.0,76,29.0,4,6.0,0.4,0.06,16.433600168208596,6.143421052631578,False,False,False
GO_94,Nova Roma,Goiás,-46.9799999999,-13.6799999999,25.21137694553378,9.163549589682637,16.04782735585114,136.0,64,72.0,4,5.0,0.4,0.05,13.788837924056708,7.7140625,False,False,False
GO_95,São Domingos,Goiás,-46.7999999999,-13.6799999999,72.0009640391193,65.51089758885733,6.490066450261968,201.0,152,49.0,4,8.0,0.4,0.08,19.447851865877773,9.432236842105263,False,False,False
GO_97,São Domingos,Goiás,-46.4399999999,-13.6799999999,60.42818907195491,54.14640067393308,6.281788398021834,125.0,89,36.0,4,6.0,0.4,0.06,21.262088208397753,9.437078651685393,False,False,False
GO_98,São Domingos,Goiás,-46.2599999999,-13.6799999999,6.071790392073243,4.722045097488148,1.349745294585095,57.0,47,10.0,4,6.0,0.4,0.06,14.863109921490002,4.1553191489361705,False,False,False
GO_99,Nova Crixás,Goiás,-50.7599999999,-13.8599999999,4.278835545502141,4.278835545502141,0.0,6.0,6,0.0,3,0.0,0.3,0.0,25.483333333333334,8.416666666666666,True,True,False
GO_307,Água Fria de Goiás,GO,-48.06003769,-15.12001747,0.7465723541265923,0.0,0.7465723541265923,1.0,0,1.0,0,1.0,0.0,0.01,0.0,0.0,True,True,False
GO_634,Indiara,GO,-50.04010213,-17.28004456,0.7505525676016908,0.0,0.7505525676016908,1.0,0,1.0,0,1.0,0.0,0.01,0.0,0.0,True,True,False
GO_104,Amaralina,GO,-49.86017627,-13.86006575,1.4241141838736233,0.0,1.4241141838736233,14.0,0,14.0,0,5.0,0.0,0.05,0.0,0.0,True,False,False
GO_172,São João d'Aliança,GO,-47.16054958,-14.22026534,0.49857743996750997,0.0,0.49857743996750997,1.0,0,1.0,0,1.0,0.0,0.01,0.0,0.0,True,True,True
GO_495,Caiapônia,GO,-52.20032914,-16.5599366,1.0498246111776148,0.0,1.0498246111776148,2.0,0,2.0,0,2.0,0.0,0.02,0.0,0.0,True,True,False
